timestamp,z_height,horizontal_distance,relative_yaw,relative_pitch,target_x,target_y,target_z,absolute_yaw,absolute_pitch,target_yaw,fitted_pitch,fitted_yaw
1753387061.323831,-0.258416,1.601291,0.300000,-0.100000,-0.884125,1.335087,-0.258416,124.479256,-8.167652,1.282067,1.269240,1.282067
