timestamp,z_height,horizontal_distance,relative_yaw,relative_pitch,target_x,target_y,target_z,absolute_yaw,absolute_pitch,target_yaw,fitted_pitch,fitted_yaw
1753396065.731143,-0.207170,1.700060,0.000000,0.000000,-1.094099,1.301212,-0.207170,121.824829,-5.891103,130.058158,1.367061,1.445102
